brand,model,country,platform,url,active
LG,55B5,IT,Amazon,https://www.amazon.it/dp/B0F44BHS8M,true
LG,65G5,IT,Amazon,https://www.amazon.it/dp/B0F44H2LHW,true
LG,43QNED8E,IT,Amazon,https://www.amazon.it/dp/B0F4KMPM6B,true
LG,43UA7300,IT,Amazon,https://www.amazon.it/dp/B0G1ZDLM2H,true
LG,55QNED85B,IT,Amazon,https://www.amazon.it/dp/B0GWN2ZF85,true
LG,65G6,IT,Amazon,https://www.amazon.it/dp/B0GWN286F5,true
LG,100QNED85B,IT,Amazon,https://www.amazon.it/dp/B0GWMTYLTG,true
LG,50NU8E0B,IT,Amazon,https://www.amazon.it/dp/B0GWQZVC9W,true
LG,65QNED90B,IT,Amazon,https://www.amazon.it/dp/B0GWN51F5G,true
TCL,32S5K,IT,Amazon,https://www.amazon.it/dp/B0F3XMZWRX,true
TCL,55T6C,IT,Amazon,https://www.amazon.it/dp/B0F8QFPB14,true
TCL,65C6K,IT,Amazon,https://www.amazon.it/dp/B0F9TDFQ5K,true
TCL,65P7K,IT,Amazon,https://www.amazon.it/dp/B0FH78VT5V,true
TCL,55V6D,IT,Amazon,https://www.amazon.it/dp/B0GQHGGWHX,true
TCL,65V6D,IT,Amazon,https://www.amazon.it/dp/B0GQHNCZBK,true
TCL,75V6D,IT,Amazon,https://www.amazon.it/dp/B0GQHHZD3H,true
TCL,65P8K,IT,Amazon,https://www.amazon.it/dp/B0DV9LYQJ1,true
Hisense,65A72Q,IT,Amazon,https://www.amazon.it/dp/B0F1W8YSFP,true
Hisense,55A72Q,IT,Amazon,https://www.amazon.it/dp/B0F1W75RH2,true
Hisense,65E7Q,IT,Amazon,https://www.amazon.it/dp/B0F1WB76Q2,true
Hisense,75E7Q,IT,Amazon,https://www.amazon.it/dp/B0F1W2BHML,true
Hisense,43E7S,IT,Amazon,https://www.amazon.it/dp/B0GR5RW1P2,true
Hisense,50U7SE,IT,Amazon,https://www.amazon.it/dp/B0GKQ1371K,true
Hisense,55A7S,IT,Amazon,https://www.amazon.it/dp/B0GSBJMYTB,true
Hisense,55E7Q,IT,Amazon,https://www.amazon.it/dp/B0F1N7WT6C,true
Hisense,55A8DQ,IT,Amazon,https://www.amazon.it/dp/B0FQ68RDVW,true
Hisense,65E7S,IT,Amazon,https://www.amazon.it/dp/B0GM1NNY7D,true
Hisense,100E7S,IT,Amazon,https://www.amazon.it/dp/B0GR6M9SS6,true
Hisense,85U7SPRO,IT,Amazon,https://www.amazon.it/dp/B0GR6L8H6Z,true
Hisense,43S5Q,IT,Amazon,https://www.amazon.it/dp/B0GM1RDY9Z,true
Hisense,40E41QT,IT,Amazon,https://www.amazon.it/dp/B0F1W5FDW7,true
Hisense,75U8Q,IT,Amazon,https://www.amazon.it/dp/B0F1W3TRZT,true
Sony,85BRAVIA7II,IT,Amazon,https://www.amazon.it/dp/B0H2K25NJ4,true
Samsung,55Q7F,IT,Amazon,https://www.amazon.it/dp/B0FM8SY9ZK,true
Samsung,75Q7FA,IT,Amazon,https://www.amazon.it/dp/B0FMRWNLRQ,true
Samsung,75Q7FA,IT,Amazon,https://www.amazon.it/dp/B0FHXBX2RN,true
Samsung,75Q7FA,IT,Amazon,https://www.amazon.it/dp/B0HCCHCKV3,true
LG,65B6,IT,Amazon,https://www.amazon.it/dp/B0H1MZTYM8,true
TCL,75C8L,IT,Amazon,https://www.amazon.it/dp/B0GTZSYZLM,true
Hisense,85U7Q,IT,Amazon,https://www.amazon.it/dp/B0F24CKN33,true
Samsung,75QN70F,IT,Amazon,https://www.amazon.it/dp/B0F4T8RSJS,true
Hisense,75E8S,IT,Amazon,https://www.amazon.it/dp/B0GQCXP6VM,true
LG,65B5,IT,Amazon,https://www.amazon.it/dp/B0F44DD5YL,true
Hisense,75A72Q,IT,Amazon,https://www.amazon.it/dp/B0F1W9LQDR,true
Hisense,65E8S,IT,Amazon,https://www.amazon.it/dp/B0GQF24H9M,true
Hisense,58E7DS,IT,Amazon,https://www.amazon.it/dp/B0GM1RDCJC,true
Hisense,65U72Q,IT,Amazon,https://www.amazon.it/dp/B0F1WF79YJ,true
Hisense,55E8Q,IT,Amazon,https://www.amazon.it/dp/B0F1W9J4K7,true
LG,55QNED80A,IT,Amazon,https://www.amazon.it/dp/B0F5HVK17Y,true
LG,77C5,IT,Amazon,https://www.amazon.it/dp/B0F44DFLXH,true
Samsung,48S85H,IT,Amazon,https://www.amazon.it/dp/B0GXWHDT97,true
Samsung,77S85F,IT,Amazon,https://www.amazon.it/dp/B0F7LJQJ3X,true
Samsung,83S85F,IT,Amazon,https://www.amazon.it/dp/B0F7LNXKW5,true
Samsung,85Q7F,IT,Amazon,https://www.amazon.it/dp/B0F4SJ1196,true
Samsung,85QN70F,IT,Amazon,https://www.amazon.it/dp/B0F4SVJHRW,true
Samsung,55S85H,IT,Amazon,https://www.amazon.it/dp/B0H4MBS2YG,true
Samsung,85U8005F,IT,Amazon,https://www.amazon.it/dp/B0F4SHY3F2,true
Samsung,85U7000F,IT,Amazon,https://www.amazon.it/dp/B0F4STR391,true
Samsung,77S90F,IT,Amazon,https://www.amazon.it/dp/B0FM4BQVLH,true
LG,65QNED90A,IT,Amazon,https://www.amazon.it/dp/B0FVM4KH6H,true
LG,55G5,IT,Amazon,https://www.amazon.it/dp/B0F7HVTDBT,true
LG,65G5,IT,Amazon,https://www.amazon.it/dp/B0F7HZ83P2,true
TCL,65T6C,IT,Amazon,https://www.amazon.it/dp/B0DW96CFKL,true
TCL,85C6K,IT,Amazon,https://www.amazon.it/dp/B0FPPZHM5L,true
TCL,55C6K,IT,Amazon,https://www.amazon.it/dp/B0F8QKZ82T,true
Hisense,85UR9S,IT,Amazon,https://www.amazon.it/dp/B0GR5Z4S73,true
Samsung,75QN990F,IT,Amazon,https://www.amazon.it/dp/B0F7LKKPQC,true
Hisense,75UR9S,IT,Amazon,https://www.amazon.it/dp/B0GR74VWBH,true
Samsung,65Q8F,IT,Amazon,https://www.amazon.it/dp/B0FMS1KLC8,true
Samsung,75Q8F,IT,Amazon,https://www.amazon.it/dp/B0FHXMLHHK,true
